name,type,state
image_157.jpg,apple,healthy
image_158.jpg,apple,healthy
image_159.jpg,apple,healthy
image_160.jpg,apple,healthy
image_161.jpg,apple,healthy
image_162.jpg,apple,healthy
image_163.jpg,apple,healthy
image_164.jpg,apple,healthy
image_165.jpg,apple,healthy
image_166.jpg,apple,healthy
image_167.jpg,apple,healthy
image_168.jpg,apple,healthy
image_169.jpg,apple,healthy
image_170.jpg,apple,healthy
image_171.jpg,apple,healthy
image_172.jpg,apple,healthy
image_173.jpg,apple,healthy
image_174.jpg,apple,healthy
image_175.jpg,apple,healthy
image_176.jpg,apple,healthy
image_177.jpg,apple,healthy
image_178.jpg,apple,healthy
image_179.jpg,apple,healthy
image_180.jpg,apple,healthy
image_181.jpg,apple,healthy
image_182.jpg,apple,healthy
image_183.jpg,apple,healthy
image_184.jpg,apple,healthy
image_185.jpg,apple,healthy
image_186.jpg,apple,healthy
image_187.jpg,apple,healthy
image_188.jpg,apple,healthy
image_189.jpg,apple,healthy
image_190.jpg,apple,healthy
image_191.jpg,apple,healthy
image_192.jpg,apple,healthy
image_193.jpg,apple,healthy
image_194.jpg,apple,healthy
image_195.jpg,apple,healthy
image_196.jpg,apple,healthy
image_197.jpg,apple,healthy
image_198.jpg,apple,healthy
image_199.jpg,apple,healthy
image_200.jpg,apple,healthy
image_201.jpg,apple,healthy
image_202.jpg,apple,healthy
image_203.jpg,apple,healthy
image_204.jpg,apple,healthy
image_205.jpg,apple,healthy
image_206.jpg,apple,healthy
image_207.jpg,apple,healthy
image_208.jpg,apple,healthy
image_209.jpg,apple,healthy
image_210.jpg,apple,healthy
image_211.jpg,apple,healthy
image_212.jpg,apple,healthy
image_213.jpg,apple,healthy
image_214.jpg,apple,healthy
image_215.jpg,apple,healthy
image_216.jpg,apple,rotten
image_217.jpg,apple,rotten
image_218.jpg,apple,rotten
image_219.jpg,apple,rotten
image_220.jpg,apple,rotten
image_221.jpg,apple,rotten
image_222.jpg,apple,rotten
image_223.jpg,apple,rotten
image_224.jpg,apple,rotten
image_225.jpg,apple,rotten
image_226.jpg,apple,rotten
image_227.jpg,apple,rotten
image_228.jpg,apple,rotten
image_229.jpg,apple,rotten
image_230.jpg,apple,rotten
image_231.jpg,apple,rotten
image_232.jpg,apple,rotten
image_233.jpg,apple,rotten
image_234.jpg,apple,rotten
image_235.jpg,apple,rotten
image_236.jpg,apple,rotten
image_237.jpg,apple,rotten
image_238.jpg,apple,rotten
image_239.jpg,apple,rotten
image_240.jpg,apple,rotten
image_241.jpg,apple,rotten
image_242.jpg,apple,rotten
image_243.jpg,apple,rotten
image_244.jpg,apple,rotten
image_245.jpg,apple,rotten
image_246.jpg,apple,rotten
image_247.jpg,apple,rotten
image_248.jpg,apple,rotten
image_249.jpg,apple,rotten
image_250.jpg,apple,rotten
image_251.jpg,apple,rotten
image_252.jpg,apple,rotten
image_253.jpg,apple,rotten
image_254.jpg,apple,rotten
image_255.jpg,apple,rotten
image_256.jpg,apple,rotten
image_257.jpg,apple,rotten
image_258.jpg,apple,rotten
image_259.jpg,apple,rotten
image_260.jpg,apple,rotten
image_261.jpg,apple,rotten
image_262.jpg,apple,rotten
image_263.jpg,apple,rotten
image_264.jpg,apple,rotten
image_265.jpg,apple,rotten
image_266.jpg,apple,rotten
image_267.jpg,apple,rotten
image_268.jpg,apple,rotten
image_269.jpg,apple,rotten
image_270.jpg,apple,rotten
image_271.jpg,apple,rotten
image_272.jpg,apple,rotten
image_273.jpg,apple,rotten
image_274.jpg,apple,rotten
image_275.jpg,apple,rotten
image_276.jpg,apple,rotten
image_277.jpg,apple,rotten
image_278.jpg,apple,rotten
image_279.jpg,apple,rotten
image_280.jpg,apple,rotten
image_281.jpg,apple,rotten
image_282.jpg,apple,rotten
image_283.jpg,apple,rotten
image_284.jpg,apple,rotten
image_285.jpg,apple,rotten
image_286.jpg,apple,rotten
image_287.jpg,apple,rotten
image_288.jpg,apple,rotten
image_289.jpg,apple,rotten
image_290.jpg,apple,rotten
image_291.jpg,apple,rotten
image_292.jpg,apple,rotten
image_293.jpg,apple,rotten
image_294.jpg,apple,rotten
image_295.jpg,apple,rotten
image_296.jpg,apple,rotten
image_297.jpg,apple,rotten
image_298.jpg,apple,rotten
image_299.jpg,apple,rotten
image_300.jpg,apple,rotten
image_301.jpg,apple,rotten
image_302.jpg,apple,rotten
image_303.jpg,apple,rotten
image_304.jpg,apple,rotten
image_305.jpg,apple,rotten
image_306.jpg,apple,rotten
image_307.jpg,apple,rotten
image_308.jpg,apple,rotten
image_309.jpg,apple,rotten
image_310.jpg,apple,rotten
image_311.jpg,apple,rotten
image_312.jpg,apple,rotten
image_313.jpg,apple,rotten
image_314.jpg,apple,rotten
image_315.jpg,apple,rotten
image_316.jpg,apple,rotten
image_317.jpg,apple,rotten
image_318.jpg,apple,rotten
image_319.jpg,apple,rotten
image_320.jpg,apple,rotten
image_321.jpg,apple,rotten
image_322.jpg,apple,rotten
image_323.jpg,apple,rotten
image_324.jpg,apple,rotten
image_325.jpg,apple,rotten
image_326.jpg,apple,rotten
image_327.jpg,apple,rotten
image_328.jpg,apple,rotten
image_329.jpg,apple,rotten
image_330.jpg,apple,rotten
image_331.jpg,apple,rotten
image_332.jpg,apple,rotten
image_333.jpg,apple,rotten
image_334.jpg,apple,rotten
image_335.jpg,apple,rotten
image_336.jpg,apple,rotten
image_337.jpg,apple,rotten
image_338.jpg,apple,rotten
image_339.jpg,apple,rotten
image_340.jpg,apple,rotten
image_341.jpg,apple,rotten
image_342.jpg,apple,rotten
image_343.jpg,apple,rotten
image_344.jpg,apple,rotten
image_345.jpg,apple,rotten
image_346.jpg,apple,rotten
image_347.jpg,apple,rotten
image_348.jpg,apple,rotten
image_349.jpg,apple,rotten
image_350.jpg,apple,rotten
image_351.jpg,apple,rotten
image_352.jpg,apple,rotten
image_353.jpg,apple,rotten
image_354.jpg,apple,rotten
image_355.jpg,apple,rotten
image_356.jpg,apple,rotten
image_357.jpg,apple,rotten
image_358.jpg,apple,rotten
image_359.jpg,apple,rotten
image_360.jpg,apple,rotten
image_361.jpg,apple,rotten
image_362.jpg,apple,rotten
image_363.jpg,apple,rotten
image_364.jpg,apple,rotten
image_365.jpg,apple,rotten
image_366.jpg,apple,rotten
image_367.jpg,apple,rotten
image_368.jpg,apple,rotten
image_369.jpg,apple,rotten
image_370.jpg,apple,rotten
image_371.jpg,apple,rotten
image_372.jpg,apple,rotten
image_373.jpg,apple,rotten
image_374.jpg,apple,rotten
image_375.jpg,apple,rotten
image_376.jpg,apple,rotten
image_377.jpg,apple,rotten
image_378.jpg,apple,rotten
image_379.jpg,apple,rotten
image_380.jpg,apple,rotten
image_381.jpg,apple,rotten
image_382.jpg,apple,rotten
image_383.jpg,apple,rotten
image_384.jpg,apple,rotten
image_385.jpg,apple,rotten
image_386.jpg,apple,rotten
image_387.jpg,apple,rotten
image_388.jpg,apple,rotten
image_389.jpg,apple,rotten
image_390.jpg,apple,rotten
image_391.jpg,apple,rotten
image_392.jpg,apple,rotten
image_393.jpg,apple,rotten
image_394.jpg,apple,rotten
image_395.jpg,apple,rotten
image_396.jpg,apple,rotten
image_397.jpg,apple,rotten
image_398.jpg,apple,rotten
image_399.jpg,apple,rotten
image_400.jpg,apple,rotten
image_401.jpg,apple,rotten
image_402.jpg,apple,rotten
image_403.jpg,apple,rotten
image_404.jpg,apple,rotten
image_405.jpg,apple,rotten
image_406.jpg,apple,rotten
image_407.jpg,apple,rotten
image_408.jpg,apple,rotten
image_409.jpg,apple,rotten
image_410.jpg,apple,rotten
image_411.jpg,apple,rotten
image_412.jpg,apple,rotten
image_413.jpg,apple,rotten
image_414.jpg,apple,rotten
image_415.jpg,apple,rotten
image_416.jpg,apple,rotten
image_417.jpg,apple,rotten
image_417.jpg,banana,healthy
image_418.jpg,banana,healthy
image_419.jpg,banana,healthy
image_420.jpg,banana,healthy
image_421.jpg,banana,healthy
image_422.jpg,banana,healthy
image_423.jpg,banana,healthy
image_424.jpg,banana,healthy
image_425.jpg,banana,healthy
image_426.jpg,banana,healthy
image_427.jpg,banana,healthy
image_428.jpg,banana,healthy
image_429.jpg,banana,healthy
image_430.jpg,banana,healthy
image_431.jpg,banana,healthy
image_432.jpg,banana,healthy
image_433.jpg,banana,healthy
image_434.jpg,banana,healthy
image_435.jpg,banana,healthy
image_436.jpg,banana,healthy
image_437.jpg,banana,healthy
image_438.jpg,banana,healthy
image_439.jpg,banana,healthy
image_440.jpg,banana,healthy
image_441.jpg,banana,healthy
image_442.jpg,banana,healthy
image_443.jpg,banana,healthy
image_444.jpg,banana,healthy
image_445.jpg,banana,healthy
image_446.jpg,banana,healthy
image_447.jpg,banana,healthy
image_448.jpg,banana,healthy
image_449.jpg,banana,healthy
image_450.jpg,banana,healthy
image_451.jpg,banana,healthy
image_452.jpg,banana,healthy
image_453.jpg,banana,healthy
image_454.jpg,banana,healthy
image_455.jpg,banana,healthy
image_456.jpg,banana,healthy
image_457.jpg,banana,healthy
image_458.jpg,banana,healthy
image_459.jpg,banana,healthy
image_460.jpg,banana,healthy
image_461.jpg,banana,healthy
image_462.jpg,banana,healthy
image_463.jpg,banana,healthy
image_464.jpg,banana,healthy
image_465.jpg,banana,healthy
image_466.jpg,banana,healthy
image_467.jpg,banana,healthy
image_468.jpg,banana,healthy
image_469.jpg,banana,healthy
image_470.jpg,banana,healthy
image_471.jpg,banana,healthy
image_472.jpg,banana,healthy
image_473.jpg,banana,healthy
image_474.jpg,banana,healthy
image_475.jpg,banana,healthy
image_476.jpg,banana,healthy
image_477.jpg,banana,healthy
image_478.jpg,banana,healthy
image_479.jpg,banana,healthy
image_480.jpg,banana,healthy
image_481.jpg,banana,healthy
image_482.jpg,banana,healthy
image_483.jpg,banana,healthy
image_484.jpg,banana,healthy
image_485.jpg,banana,healthy
image_486.jpg,banana,healthy
image_487.jpg,banana,healthy
image_488.jpg,banana,healthy
image_489.jpg,banana,healthy
image_490.jpg,banana,healthy
image_491.jpg,banana,healthy
image_492.jpg,banana,healthy
image_493.jpg,banana,healthy
image_494.jpg,banana,healthy
image_495.jpg,banana,healthy
image_496.jpg,banana,healthy
image_497.jpg,banana,healthy
image_498.jpg,banana,healthy
image_499.jpg,banana,healthy
image_500.jpg,banana,healthy
image_501.jpg,banana,healthy
image_502.jpg,banana,healthy
image_503.jpg,banana,healthy
image_504.jpg,banana,healthy
image_505.jpg,banana,healthy
image_506.jpg,banana,healthy
image_507.jpg,banana,healthy
image_508.jpg,banana,healthy
image_509.jpg,banana,healthy
image_510.jpg,banana,healthy
image_511.jpg,banana,healthy
image_512.jpg,banana,healthy
image_513.jpg,banana,healthy
image_514.jpg,banana,healthy
image_515.jpg,banana,healthy
image_516.jpg,banana,healthy
image_517.jpg,banana,healthy
image_518.jpg,banana,healthy
image_519.jpg,banana,healthy
image_520.jpg,banana,healthy
image_521.jpg,banana,healthy
image_522.jpg,banana,healthy
image_523.jpg,banana,healthy
image_524.jpg,banana,healthy
image_525.jpg,banana,healthy
image_526.jpg,banana,healthy
image_527.jpg,banana,healthy
image_528.jpg,banana,healthy
image_529.jpg,banana,healthy
image_530.jpg,banana,healthy
image_531.jpg,banana,healthy
image_532.jpg,banana,healthy
image_533.jpg,banana,healthy
image_534.jpg,banana,healthy
image_535.jpg,banana,healthy
image_536.jpg,banana,healthy
image_537.jpg,banana,healthy
image_538.jpg,banana,healthy
image_539.jpg,banana,healthy
image_540.jpg,banana,healthy
image_541.jpg,banana,healthy
image_542.jpg,banana,healthy
image_543.jpg,banana,healthy
image_544.jpg,banana,healthy
image_545.jpg,banana,healthy
image_546.jpg,banana,healthy
image_547.jpg,banana,healthy
image_548.jpg,banana,healthy
image_549.jpg,banana,healthy
image_550.jpg,banana,healthy
image_551.jpg,banana,healthy
image_552.jpg,banana,healthy
image_553.jpg,banana,healthy
image_554.jpg,banana,healthy
image_555.jpg,banana,healthy
image_556.jpg,banana,healthy
image_557.jpg,banana,healthy
image_558.jpg,banana,healthy
image_559.jpg,banana,healthy
image_560.jpg,banana,healthy
image_561.jpg,banana,healthy
image_562.jpg,banana,healthy
image_563.jpg,banana,healthy
image_564.jpg,banana,healthy
image_565.jpg,banana,healthy
image_566.jpg,banana,healthy
image_567.jpg,banana,healthy
image_568.jpg,banana,healthy
image_569.jpg,banana,healthy
image_570.jpg,banana,healthy
image_571.jpg,banana,healthy
image_572.jpg,banana,healthy
image_573.jpg,banana,healthy
image_574.jpg,banana,healthy
image_575.jpg,banana,healthy
image_576.jpg,banana,healthy
image_577.jpg,banana,healthy
image_578.jpg,banana,healthy
image_579.jpg,banana,healthy
image_580.jpg,banana,healthy
image_581.jpg,banana,healthy
image_582.jpg,banana,healthy
image_583.jpg,banana,healthy
image_584.jpg,banana,healthy
image_585.jpg,banana,healthy
image_586.jpg,banana,healthy
image_587.jpg,banana,healthy
image_588.jpg,banana,healthy
image_589.jpg,banana,healthy
image_590.jpg,banana,healthy
image_591.jpg,banana,healthy
image_592.jpg,banana,healthy
image_593.jpg,banana,healthy
image_594.jpg,banana,healthy
image_595.jpg,banana,healthy
image_596.jpg,banana,healthy
image_597.jpg,banana,healthy
image_598.jpg,banana,healthy
image_599.jpg,banana,healthy
image_600.jpg,banana,healthy
image_601.jpg,banana,healthy
image_602.jpg,banana,healthy
image_603.jpg,banana,healthy
image_604.jpg,banana,healthy
image_605.jpg,banana,healthy
image_606.jpg,banana,healthy
image_607.jpg,banana,healthy
image_608.jpg,banana,healthy
image_609.jpg,banana,healthy
image_610.jpg,banana,healthy
image_611.jpg,banana,healthy
image_612.jpg,banana,healthy
image_613.jpg,banana,healthy
image_614.jpg,banana,healthy
image_615.jpg,banana,healthy
image_616.jpg,banana,healthy
image_617.jpg,banana,healthy
image_618.jpg,banana,healthy
image_619.jpg,banana,healthy
image_620.jpg,banana,healthy
image_621.jpg,banana,healthy
image_622.jpg,banana,healthy
image_623.jpg,banana,healthy
image_624.jpg,banana,healthy
image_625.jpg,banana,healthy
image_626.jpg,banana,healthy
image_627.jpg,banana,healthy
image_628.jpg,banana,healthy
image_629.jpg,banana,healthy
image_630.jpg,banana,healthy
image_631.jpg,banana,healthy
image_632.jpg,banana,rotten
image_633.jpg,banana,rotten
image_634.jpg,banana,rotten
image_635.jpg,banana,rotten
image_636.jpg,banana,rotten
image_637.jpg,banana,rotten
image_638.jpg,banana,rotten
image_639.jpg,banana,rotten
image_640.jpg,banana,rotten
image_641.jpg,banana,rotten
image_642.jpg,banana,rotten
image_643.jpg,banana,rotten
image_644.jpg,banana,rotten
image_645.jpg,banana,rotten
image_646.jpg,banana,rotten
image_647.jpg,banana,rotten
image_648.jpg,banana,rotten
image_649.jpg,banana,rotten
image_650.jpg,banana,rotten
image_651.jpg,banana,rotten
image_652.jpg,banana,rotten
image_653.jpg,banana,rotten
image_654.jpg,banana,rotten
image_655.jpg,banana,rotten
image_656.jpg,banana,rotten
image_657.jpg,banana,rotten
image_658.jpg,banana,rotten
image_659.jpg,banana,rotten
image_660.jpg,banana,rotten
image_661.jpg,banana,rotten
image_662.jpg,banana,rotten
image_663.jpg,banana,rotten
image_664.jpg,banana,rotten
image_665.jpg,banana,rotten
image_666.jpg,banana,rotten
image_667.jpg,banana,rotten
image_668.jpg,banana,rotten
image_669.jpg,banana,rotten
image_670.jpg,banana,rotten
image_671.jpg,banana,rotten
image_672.jpg,banana,rotten
image_673.jpg,banana,rotten
image_674.jpg,banana,rotten
image_675.jpg,banana,rotten
image_676.jpg,banana,rotten
image_677.jpg,banana,rotten
image_678.jpg,banana,rotten
image_679.jpg,banana,rotten
image_680.jpg,banana,rotten
image_681.jpg,banana,rotten
image_682.jpg,banana,rotten
image_683.jpg,banana,rotten
image_684.jpg,banana,rotten
image_685.jpg,banana,rotten
image_686.jpg,banana,rotten
image_687.jpg,banana,rotten
image_688.jpg,banana,rotten
image_689.jpg,banana,rotten
image_690.jpg,banana,rotten
image_691.jpg,banana,rotten
image_692.jpg,banana,rotten
image_693.jpg,banana,rotten
image_694.jpg,banana,rotten
image_695.jpg,banana,rotten
image_696.jpg,banana,rotten
image_697.jpg,banana,rotten
image_698.jpg,banana,rotten
image_699.jpg,banana,rotten
image_700.jpg,banana,rotten
image_701.jpg,banana,rotten
image_702.jpg,banana,rotten
image_703.jpg,banana,rotten
image_704.jpg,banana,rotten
image_705.jpg,banana,rotten
image_706.jpg,banana,rotten
image_707.jpg,banana,rotten
image_708.jpg,banana,rotten
image_709.jpg,banana,rotten
image_710.jpg,banana,rotten
image_711.jpg,banana,rotten
image_712.jpg,banana,rotten
image_713.jpg,banana,rotten
image_714.jpg,banana,rotten
image_715.jpg,banana,rotten
image_716.jpg,banana,rotten
image_717.jpg,banana,rotten
image_718.jpg,banana,rotten
image_719.jpg,banana,rotten
image_720.jpg,banana,rotten
image_721.jpg,banana,rotten
image_722.jpg,banana,rotten
image_723.jpg,banana,rotten
image_724.jpg,banana,rotten
image_725.jpg,banana,rotten
image_726.jpg,banana,rotten
image_727.jpg,banana,rotten
image_728.jpg,banana,rotten
image_729.jpg,banana,rotten
image_730.jpg,banana,rotten
image_731.jpg,banana,rotten
image_732.jpg,banana,rotten
image_733.jpg,banana,rotten
image_734.jpg,banana,rotten
image_735.jpg,banana,rotten
image_736.jpg,banana,rotten
image_737.jpg,banana,rotten
image_738.jpg,banana,rotten
image_739.jpg,banana,rotten
image_740.jpg,banana,rotten
image_741.jpg,banana,rotten
image_742.jpg,banana,rotten
image_743.jpg,banana,rotten
image_744.jpg,banana,rotten
image_745.jpg,banana,rotten
image_746.jpg,banana,rotten
image_747.jpg,banana,rotten
image_748.jpg,banana,rotten
image_749.jpg,banana,rotten
image_750.jpg,banana,rotten
image_751.jpg,banana,rotten
image_752.jpg,banana,rotten
image_753.jpg,banana,rotten
image_754.jpg,banana,rotten
image_755.jpg,banana,rotten
image_756.jpg,banana,rotten
image_757.jpg,banana,rotten
image_758.jpg,banana,rotten
image_759.jpg,banana,rotten
image_760.jpg,banana,rotten
image_761.jpg,banana,rotten
image_762.jpg,banana,rotten
image_763.jpg,banana,rotten
image_764.jpg,banana,rotten
image_765.jpg,banana,rotten
image_766.jpg,banana,rotten
image_767.jpg,banana,rotten
image_768.jpg,banana,rotten
image_769.jpg,banana,rotten
image_770.jpg,banana,rotten
image_771.jpg,banana,rotten
image_772.jpg,banana,rotten
image_773.jpg,banana,rotten
image_774.jpg,banana,rotten
image_775.jpg,banana,rotten
image_776.jpg,banana,rotten
image_777.jpg,banana,rotten
image_778.jpg,banana,rotten
image_779.jpg,banana,rotten
image_780.jpg,banana,rotten
image_781.jpg,banana,rotten
image_782.jpg,banana,rotten
image_783.jpg,banana,rotten
image_784.jpg,banana,rotten
image_785.jpg,banana,rotten
image_786.jpg,banana,rotten
image_787.jpg,banana,rotten
image_788.jpg,banana,rotten
image_789.jpg,banana,rotten
image_790.jpg,banana,rotten
image_791.jpg,banana,rotten
image_792.jpg,banana,rotten
image_793.jpg,banana,rotten
image_794.jpg,banana,rotten
image_795.jpg,banana,rotten
image_796.jpg,banana,rotten
image_797.jpg,banana,rotten
image_798.jpg,banana,rotten
image_799.jpg,banana,rotten
image_800.jpg,banana,rotten
image_801.jpg,banana,rotten
image_802.jpg,banana,rotten
image_803.jpg,banana,rotten
image_804.jpg,banana,rotten
image_805.jpg,banana,rotten
image_806.jpg,banana,rotten
image_807.jpg,banana,rotten
image_808.jpg,banana,rotten
image_809.jpg,banana,rotten
image_810.jpg,banana,rotten
image_811.jpg,banana,rotten
image_812.jpg,banana,rotten
image_813.jpg,banana,rotten
image_814.jpg,banana,rotten
image_815.jpg,banana,rotten
image_816.jpg,banana,rotten
image_817.jpg,banana,rotten
image_818.jpg,banana,rotten
image_819.jpg,banana,rotten
image_820.jpg,banana,rotten
image_821.jpg,banana,rotten
image_822.jpg,banana,rotten
image_823.jpg,banana,rotten
image_824.jpg,banana,rotten
image_825.jpg,banana,rotten
image_826.jpg,banana,rotten
image_827.jpg,banana,rotten
image_828.jpg,banana,rotten
image_829.jpg,banana,rotten
image_830.jpg,banana,rotten
image_831.jpg,banana,rotten
image_832.jpg,banana,rotten
image_833.jpg,banana,rotten
image_834.jpg,banana,rotten
image_835.jpg,banana,rotten
image_836.jpg,banana,rotten
image_837.jpg,banana,rotten
image_838.jpg,banana,rotten
image_839.jpg,cucumber,healthy
image_840.jpg,cucumber,healthy
image_841.jpg,cucumber,healthy
image_842.jpg,cucumber,healthy
image_843.jpg,cucumber,healthy
image_844.jpg,cucumber,healthy
image_845.jpg,cucumber,healthy
image_846.jpg,cucumber,healthy
image_847.jpg,cucumber,healthy
image_848.jpg,cucumber,healthy
image_849.jpg,cucumber,healthy
image_850.jpg,cucumber,healthy
image_851.jpg,cucumber,healthy
image_852.jpg,cucumber,healthy
image_853.jpg,cucumber,healthy
image_854.jpg,cucumber,healthy
image_855.jpg,cucumber,healthy
image_856.jpg,cucumber,healthy
image_857.jpg,cucumber,healthy
image_858.jpg,cucumber,healthy
image_859.jpg,cucumber,healthy
image_860.jpg,cucumber,healthy
image_861.jpg,cucumber,healthy
image_862.jpg,cucumber,healthy
image_863.jpg,cucumber,healthy
image_864.jpg,cucumber,healthy
image_865.jpg,cucumber,healthy
image_866.jpg,cucumber,healthy
image_867.jpg,cucumber,healthy
image_868.jpg,cucumber,healthy
image_869.jpg,cucumber,healthy
image_870.jpg,cucumber,healthy
image_871.jpg,cucumber,healthy
image_872.jpg,cucumber,healthy
image_873.jpg,cucumber,healthy
image_874.jpg,cucumber,healthy
image_875.jpg,cucumber,healthy
image_876.jpg,cucumber,healthy
image_877.jpg,cucumber,healthy
image_878.jpg,cucumber,healthy
image_879.jpg,cucumber,healthy
image_880.jpg,cucumber,healthy
image_881.jpg,cucumber,healthy
image_882.jpg,cucumber,healthy
image_883.jpg,cucumber,healthy
image_884.jpg,cucumber,healthy
image_885.jpg,cucumber,healthy
image_886.jpg,cucumber,healthy
image_887.jpg,cucumber,healthy
image_888.jpg,cucumber,healthy
image_889.jpg,cucumber,healthy
image_890.jpg,cucumber,healthy
image_891.jpg,cucumber,healthy
image_892.jpg,cucumber,healthy
image_893.jpg,cucumber,healthy
image_894.jpg,cucumber,healthy
image_895.jpg,cucumber,healthy
image_896.jpg,cucumber,healthy
image_897.jpg,cucumber,healthy
image_898.jpg,cucumber,healthy
image_899.jpg,cucumber,healthy
image_900.jpg,cucumber,healthy
image_901.jpg,cucumber,healthy
image_902.jpg,cucumber,healthy
image_903.jpg,cucumber,healthy
image_904.jpg,cucumber,healthy
image_905.jpg,cucumber,healthy
image_906.jpg,cucumber,healthy
image_907.jpg,cucumber,healthy
image_908.jpg,cucumber,healthy
image_909.jpg,cucumber,healthy
image_910.jpg,cucumber,healthy
image_911.jpg,cucumber,healthy
image_912.jpg,cucumber,healthy
image_913.jpg,cucumber,healthy
image_914.jpg,cucumber,healthy
image_915.jpg,cucumber,healthy
image_916.jpg,cucumber,healthy
image_917.jpg,cucumber,healthy
image_918.jpg,cucumber,healthy
image_919.jpg,cucumber,healthy
image_920.jpg,cucumber,healthy
